state,location,plz
Nordrhein Westfalen,Gescher,48712
Baden Württemberg,Rudersberg,73635
Bayern,Nürnberg,90473
Bayern,Eresing,86922
Hessen,Darmstadt,64291
Hessen,Nentershausen,36214
Nordrhein Westfalen,Köln,51105
Nordrhein Westfalen,Bad Oeynhausen,32549
Nordrhein Westfalen,Köln,50733
Rheinland Pfalz,Großmaischeid,56276
Niedersachsen,Hannover,30455
Hamburg,Hamburg,20148
Bayern,Neuburg an der Donau,86633
Nordrhein Westfalen,Hennef Sieg,53773
Nordrhein Westfalen,Duisburg,47058
Schleswig Holstein,Flensburg,24943
Baden Württemberg,Öhringen,74613
Bayern,Maisach,82216
Rheinland Pfalz,Worms,67551
Nordrhein Westfalen,Overath,51491
Bayern,Kirchdorf am Inn,84375
Nordrhein Westfalen,Remscheid,42855
Baden Württemberg,Obersontheim,74423
Hessen,Buseck,35418
Bayern,Oberostendorf,86869
Baden Württemberg,Renchen,77871
Hessen,Wehretal,37287
Niedersachsen,Dassel,37586
Sachsen,Taura,9249
Sachsen,Bahretal,1819
Hessen,Flörsheim am Main,65432
Berlin,Berlin,13403
Berlin,Berlin,14055
Bayern,Würzburg,97084
Mecklenburg Vorpommern,Anklam,17389
Nordrhein Westfalen,Isselburg,46419
Nordrhein Westfalen,Grefrath,47629
Baden Württemberg,Kämpfelbach,75236
Baden Württemberg,Stuttgart,70174
Hessen,Stockstadt am Rhein,64589
Hessen,Rödermark,63322
Hessen,Braunfels,35619
Sachsen,Ostrau,4749
Niedersachsen,Meerbeck,31715
Hamburg,Hamburg,22761
Baden Württemberg,Schwanau,77963
Baden Württemberg,Wernau Neckar,73249
Nordrhein Westfalen,Düsseldorf,40627
Bremen,Bremen,28277
Niedersachsen,Wilhelmshaven,26389
Nordrhein Westfalen,Leverkusen,51379
Berlin,Berlin,12209
Thüringen,Tabarz/Thüringer Wald,99891
Sachsen,Großschönau,2779
Sachsen Anhalt,Aken Elbe,6385
Nordrhein Westfalen,Oerlinghausen,33813
Hessen,Bischofsheim,65474
Bayern,Bad Griesbach im Rottal,94086
Mecklenburg Vorpommern,Neuenkirchen,18569
Nordrhein Westfalen,Detmold,32756
Rheinland Pfalz,Kirn,55606
Bayern,Geroldshausen,97256
Brandenburg,Bad Freienwalde Oder,16259
Nordrhein Westfalen,Köln,51109
Rheinland Pfalz,Bitburg,54634
Rheinland Pfalz,Koblenz,56075
Hessen,Kiedrich,65399
Hamburg,Hamburg,21035
Hessen,Darmstadt,64289
Bayern,Allersberg,90584
Niedersachsen,Bad Rothenfelde,49214
Bayern,Bamberg,96047
Berlin,Berlin,12101
Schleswig Holstein,Klein Offenseth Sparrieshoop,25365
Baden Württemberg,Forchtenberg,74670
Niedersachsen,Göttingen,37081
Thüringen,Gera,7554
Hessen,Wöllstadt,61206
Rheinland Pfalz,Mainz,55129
Hessen,Modautal,64397
Schleswig Holstein,Boostedt,24598
Baden Württemberg,Tübingen,72074
Baden Württemberg,Breisach am Rhein,79206
Niedersachsen,Gilten,29690
Baden Württemberg,Lenzkirch,79853
Hessen,Frankfurt am Main,60312
Nordrhein Westfalen,Köln,50765
Bremen,Bremen,28195
Nordrhein Westfalen,Beckum,59269
Nordrhein Westfalen,Mülheim an der Ruhr,45740
Brandenburg,Storkow Mark,15859
Nordrhein Westfalen,Münster,48143
Baden Württemberg,Uhingen,73066
Bremen,Bremen,28757
Nordrhein Westfalen,Köln,51145
Nordrhein Westfalen,Düsseldorf,40599
Niedersachsen,"Harz Landkreis Osterode am Harz, gemeindefreies Gebiet",37449
Baden Württemberg,Neckartenzlingen,72654
Thüringen,Berga/Elster,7980
Baden Württemberg,Nehren,72147
Baden Württemberg,Bühlertann,74424
Hessen,Baunatal,34225
Bayern,Regensburg,93138
Bayern,München,80689
Bayern,Schweinfurt,97422
Nordrhein Westfalen,Lage,32791
Bayern,Würzburg,97070
Bremen,Bremen,28259
Sachsen,Langenweißbach,8134
Nordrhein Westfalen,Oelde,59302
Nordrhein Westfalen,Hilden,40721
Rheinland Pfalz,Altenkirchen Westerwald,57610
Hessen,Niedenstein,34305
Rheinland Pfalz,Frauenberg,55776
Mecklenburg Vorpommern,Putbus,18581
Bayern,Alzenau,63755
Rheinland Pfalz,Otterberg,67697
Bayern,München,81739
Schleswig Holstein,Elmenhorst,23869
Berlin,Berlin,12435
Bayern,Nürnberg,90429
Mecklenburg Vorpommern,Friedland,17098
Thüringen,Neudietendorf,99192
Hessen,Wiesbaden,65195
Niedersachsen,Visselhövede,27374
Hessen,Fulda,36041
Nordrhein Westfalen,Essen,45132
Nordrhein Westfalen,Köln,50739
Baden Württemberg,Nußloch,69226
Baden Württemberg,Malsch,69254
Nordrhein Westfalen,Havixbeck,48329
Bayern,Obernzenn,91619
Rheinland Pfalz,Schalkenmehren,54552
Baden Württemberg,Aidlingen,71134
Sachsen Anhalt,Globig Bleddin,6901
Baden Württemberg,Langenargen,88085
Bremen,Bremen,28357
Nordrhein Westfalen,Rietberg,33397
Rheinland Pfalz,Edenkoben,67480
Nordrhein Westfalen,Hamm,59077
Baden Württemberg,Pforzheim,75172
Baden Württemberg,Gerlingen,70839
Bayern,Dillingen an der Donau,89407
Hessen,Lautertal Vogelsberg,36369
Bayern,Geretsried,82538
Sachsen,Rodewisch,8228
Baden Württemberg,Stuttgart,70499
Niedersachsen,Haverlah,38275
Nordrhein Westfalen,Marienheide,51709
Thüringen,Rositz,4617
Hessen,Gladenbach,35075
Saarland,Friedrichsthal,66299
Nordrhein Westfalen,Arnsberg,59821
Baden Württemberg,Sasbach,77880
Bayern,Zirndorf,90513
Sachsen,Kirschau,2681
Baden Württemberg,Stuttgart,70184
Bayern,Rosenheim,83024
Bayern,Wassertrüdingen,91717
Bayern,Brunnthal,85649
Niedersachsen,Lenne,37627
Hessen,Vellmar,34246
Hessen,Grasellenbach,64689
Hessen,Fuldatal,34233
Nordrhein Westfalen,Bergisch Gladbach,51467
Sachsen Anhalt,Wahrenberg,39615
Hessen,Hattersheim am Main,65795
Nordrhein Westfalen,Dülmen,48249
Brandenburg,Neuruppin,16818
Bayern,Kleinostheim,63801
Niedersachsen,Braunschweig,38104
Brandenburg,Jüterbog,14913
Bayern,Taufkirchen,82024
Baden Württemberg,Aalen,73431
Bayern,München,81247
Hessen,Borken Hessen,34582
Hessen,Rosbach vor der Höhe,61191
Mecklenburg Vorpommern,Wesenberg,17255
Sachsen Anhalt,Hohenthurm,6188
Hessen,Niestetal,34266
Bremen,Bremen,28209
Berlin,Berlin,13597
Thüringen,Eisfeld,98673
Hessen,Kelkheim Taunus,65779
Sachsen,Lichtentanne,8115
Rheinland Pfalz,Boppard,56154
Niedersachsen,Dornum,26553
Hessen,Grünberg,35305
Niedersachsen,Harsefeld,21698
Thüringen,Gräfenroda,99330
Baden Württemberg,Eberdingen,71735
Niedersachsen,Wolfsburg,38442
Sachsen,Neukirchen/Erzgebirge,9221
Nordrhein Westfalen,Burscheid,51399
Brandenburg,Cottbus,3051
Bayern,Waldaschaff,63857
Niedersachsen,Braunschweig,38106
Baden Württemberg,Heubach,73540
Bayern,Geisenhausen,84137
Mecklenburg Vorpommern,Neustadt Glewe,19306
Bayern,Nürnberg,90411
Hessen,Langgöns,35428
Nordrhein Westfalen,Iserlohn,58640
Niedersachsen,Osterode am Harz,37520
Schleswig Holstein,Schenefeld,25560
Bayern,Bad Füssing,94072
Schleswig Holstein,Kiel,24148
Nordrhein Westfalen,Menden Sauerland,58706
Mecklenburg Vorpommern,Kröpelin,18236
Bayern,Wolfersdorf,85395
Thüringen,Sollstedt,99759
Niedersachsen,Liebenburg,38704
Hessen,Nidderau,61130
Niedersachsen,Celle,29221
Baden Württemberg,Gottmadingen,78244
Saarland,Illingen,66557
Niedersachsen,Haren Ems,49733
Berlin,Berlin,12587
Sachsen,Geising,1778
Mecklenburg Vorpommern,Karlsburg,17495
Niedersachsen,Wolfsburg,38446
Niedersachsen,Reeßum,27367
Bayern,Neufahrn bei Freising,85376
Niedersachsen,Oldenburg Oldenburg,26135
Bayern,München,80939
Nordrhein Westfalen,Münster,48161
Bayern,Pleiskirchen,84568
Nordrhein Westfalen,Geldern,47608
Berlin,Berlin,13156
Sachsen,Stauchitz,1594
Nordrhein Westfalen,Bonn,53111
Berlin,Berlin,10629
Mecklenburg Vorpommern,Admannshagen Bargeshagen,18211
Sachsen Anhalt,Dessau Roßlau,6846
Thüringen,Schleusingen,98553
Bayern,Dietramszell,83623
Saarland,Saarbrücken,66111
Bayern,Maxhütte Haidhof,93142
Hamburg,Hamburg,22303
Hamburg,Hamburg,22087
Bayern,Langenbach,85416
Berlin,Berlin,12623
Hessen,Pohlheim,35415
Niedersachsen,Walkenried,37445
Nordrhein Westfalen,Bochum,44797
Bayern,Rohrbach,85296
Bayern,Furth im Wald,34022
Bayern,Hallbergmoos,85399
Rheinland Pfalz,Guntersblum,67583
Sachsen,Gornau/Erzgebirge,9437
Nordrhein Westfalen,Bochum,44805
Bayern,Hersbruck,91217
Mecklenburg Vorpommern,Binz,18609
Nordrhein Westfalen,Dormagen,41541
Bayern,Augsburg,86163
Niedersachsen,Duderstadt,37115
Bayern,Augsburg,86154
Berlin,Berlin,12203
Baden Württemberg,Freiburg im Breisgau,79114
Brandenburg,Guben,3172
Hessen,Limburg an der Lahn,65550
Niedersachsen,Springe,31832
Sachsen Anhalt,Eckartsberga,6648
Schleswig Holstein,Timmendorfer Strand,23669
Baden Württemberg,Weisenbach,76599
Rheinland Pfalz,Sankt Martin,67487
Thüringen,Oberhof,98559
Bayern,Goldbach,63773
Niedersachsen,Bad Pyrmont,31812
Schleswig Holstein,Sankt Peter Ording,25826
Baden Württemberg,Sankt Leon Rot,68789
Bayern,Irsee,87660
Nordrhein Westfalen,Bochum,44894
Bayern,Neuötting,84524
Schleswig Holstein,Kappeln,24376
Bremen,Bremen,28201
Baden Württemberg,Sigmaringen,72488
Saarland,Überherrn,66802
Baden Württemberg,Auggen,79424
Rheinland Pfalz,Mainz,55127
Baden Württemberg,Jettingen,71131
Sachsen,Malschwitz,2694
Brandenburg,Eichwalde,15732
Niedersachsen,Hannover,30655
Brandenburg,Wriezen,16269
Niedersachsen,Sande,26452
Nordrhein Westfalen,Herne,44653
Nordrhein Westfalen,Herne,44629
Baden Württemberg,Neuenstein,74632
Baden Württemberg,Weingarten Baden,76356
Hessen,Kassel,34130
Nordrhein Westfalen,Warburg,34144
Rheinland Pfalz,Dunzweiler,66916
Hamburg,Hamburg,22143
Bayern,Marktredwitz,95615
Baden Württemberg,Stuttgart,70435
Mecklenburg Vorpommern,Franzburg,18461
Nordrhein Westfalen,Vlotho,32602
Thüringen,Kölleda,99625
Nordrhein Westfalen,Lüdenscheid,58515
Schleswig Holstein,Borgstedt,24794
Bayern,Nersingen,89278
Sachsen,Olbersdorf,2785
Hessen,Homberg Efze,34576
Mecklenburg Vorpommern,Löcknitz,17321
Rheinland Pfalz,Dudenhofen,67373
Baden Württemberg,Stuttgart,70565
Thüringen,Ruhla,99842
Hessen,Dieburg,64807
Bremen,Bremen,28759
Thüringen,Greiz,7983
Nordrhein Westfalen,Bonn,53123
Niedersachsen,Dorum,27639
Nordrhein Westfalen,Bochum,44803
Berlin,Berlin,10779
Nordrhein Westfalen,Ascheberg,59387
Mecklenburg Vorpommern,Röbel/Müritz,17207
Baden Württemberg,Bodman Ludwigshafen,78351
Nordrhein Westfalen,Köln,50825
Sachsen Anhalt,Behnsdorf,39356
Sachsen,Pretzschendorf,1774
Nordrhein Westfalen,Essen,45257
Berlin,Berlin,10555
Rheinland Pfalz,Nassau,56377
Nordrhein Westfalen,Düsseldorf,40593
Niedersachsen,Vordorf,38533
Sachsen,Pöhl,8543
Bayern,Wiesent,93109
Baden Württemberg,Fischerbach,77716
Bayern,Augsburg,86167
Baden Württemberg,Tübingen,72070
Hessen,Weilrod,61276
Nordrhein Westfalen,Much,53804
Brandenburg,Cottbus,3054
Niedersachsen,Artlenburg,21380
Sachsen Anhalt,Jessen Elster,6918
Nordrhein Westfalen,Kerpen,50170
Baden Württemberg,Rheinau,77866
Nordrhein Westfalen,Gelsenkirchen,45866
Baden Württemberg,Nufringen,71154
Niedersachsen,Hohnhorst,31559
Niedersachsen,Holle,31188
Schleswig Holstein,Großhansdorf,22927
Sachsen,Altenberg,1773
Niedersachsen,Katlenburg Lindau,37191
Bayern,Peißenberg,82380
Bayern,Rottach Egern,83700
Sachsen,Chemnitz,9247
Nordrhein Westfalen,Herne,44561
Niedersachsen,Bleckede,21354
Baden Württemberg,Neuried,77743
Rheinland Pfalz,Lingenfeld,67360
Nordrhein Westfalen,Dortmund,44309
Nordrhein Westfalen,Dormagen,41539
Bayern,Ruhpolding,83324
Bayern,München,81249
Nordrhein Westfalen,Lünen,44532
Bayern,Köditz,95189
Nordrhein Westfalen,Duisburg,47269
Rheinland Pfalz,Weyerbusch,57635
Bayern,München,80798
Baden Württemberg,Remseck am Neckar,71686
Hessen,Biedenkopf,35216
Nordrhein Westfalen,Alfter,53347
Thüringen,Mengersgereuth Hämmern,96528
Rheinland Pfalz,Karlshausen,54673
Bayern,Pemfling,93482
Nordrhein Westfalen,Hamm,59069
Brandenburg,Leegebruch,16767
Hamburg,Hamburg,22179
Niedersachsen,Lehre,38165
Baden Württemberg,Stuttgart,70195
Nordrhein Westfalen,Altena,58763
Bayern,München,81543
Hessen,Künzell,36093
Rheinland Pfalz,Landstuhl,66919
Sachsen,Annaberg Buchholz,9345
Nordrhein Westfalen,Metelen,48629
Sachsen Anhalt,Braunsbedra,6242
Nordrhein Westfalen,Winterberg,59955
Bayern,Sulzberg,87477
Baden Württemberg,Benningen am Neckar,71726
Baden Württemberg,Stuttgart,70563
Rheinland Pfalz,Polch,56751
Niedersachsen,Lamspringe,31195
Berlin,Berlin,12169
Bayern,Kirchanschöring,83417
Berlin,Berlin,13467
Nordrhein Westfalen,Issum,47661
Niedersachsen,Gifhorn,38518
Bayern,Bichl,83673
Rheinland Pfalz,Hambuch,56761
Brandenburg,Schorfheide,16244
Baden Württemberg,Rutesheim,71277
Bayern,Böbrach,94255
Baden Württemberg,Mönsheim,71297
Hamburg,Hamburg,22589
Thüringen,Suhl,98529
Sachsen Anhalt,Riethnordhausen,6528
Schleswig Holstein,Sylt,25980
Nordrhein Westfalen,Oberhausen,46147
Nordrhein Westfalen,Ibbenbüren,49477
Bayern,Moos,94554
Niedersachsen,Vechelde,38159
Bayern,Vohburg an der Donau,85088
Thüringen,Neuhaus am Rennweg,98724
Hessen,Heusenstamm,63150
Brandenburg,Grünheide Mark,15537
Rheinland Pfalz,Großkarlbach,67229
Nordrhein Westfalen,Mönchengladbach,41179
Bayern,Oberaudorf,83080
Bayern,Feldafing,82340
Bayern,Haibach,63808
Mecklenburg Vorpommern,Usedom,17406
Baden Württemberg,Lauterbach,78730
Bayern,Bamberg,96052
Niedersachsen,Salzgitter,38239
Niedersachsen,Weyhe,28844
Bayern,München,80797
Bayern,Perasdorf,94366
Hessen,Grävenwiesbach,61279
Baden Württemberg,Endingen am Kaiserstuhl,79346
Baden Württemberg,Steinmauern,76479
Bayern,Oberhausen,86697
Baden Württemberg,Au am Rhein,76474
Niedersachsen,Nienburg Weser,31582
Bayern,Immenstadt im Allgäu,87509
Brandenburg,Potsdam,14478
Brandenburg,Bad Liebenwerda,4931
Sachsen,Bernstadt auf dem Eigen,2748
Rheinland Pfalz,Bodenheim,55294
Rheinland Pfalz,Nieder Olm,55268
Bayern,Parsberg,92331
Bayern,München,81369
Mecklenburg Vorpommern,Stolpe,17391
Brandenburg,Friedrichswalde,16247
Rheinland Pfalz,Altenahr,53505
Mecklenburg Vorpommern,Loitz,17121
Bayern,Hörgertshausen,85413
Rheinland Pfalz,Ludwigshafen am Rhein,67071
Niedersachsen,Melbeck,21406
Baden Württemberg,Lonsee,89173
Rheinland Pfalz,Kamp Bornhofen,56341
Sachsen,Strehla,1616
Sachsen,Geyer,9468
Hessen,Bickenbach,64404
Niedersachsen,Stadland,26935
Sachsen Anhalt,Oebisfelde,39646
Nordrhein Westfalen,Südlohn,46354
Sachsen,Bennewitz,4828
Bayern,Pommelsbrunn,91224
Bayern,Memmingen,87700
Baden Württemberg,Kirchzarten,79199
Baden Württemberg,Mannheim,68305
Berlin,Berlin,14193
Baden Württemberg,Freudenstadt,72250
Niedersachsen,Salzgitter,39259
Nordrhein Westfalen,Wachtberg,53343
Saarland,Völklingen,66333
Mecklenburg Vorpommern,Herzberg,19374
Bayern,Kempten Allgäu,87439
Bayern,Großkarolinenfeld,83109
Nordrhein Westfalen,Verl,33415
Baden Württemberg,Gütenbach,78148
Mecklenburg Vorpommern,Broderstorf,18184
Brandenburg,Panketal,16341
Rheinland Pfalz,Kirchheimbolanden,67292
Hessen,Fernwald,35463
Baden Württemberg,Ispringen,75228
Berlin,Berlin,12689
Brandenburg,Beetzsee,14778
Bayern,Vilsheim,84186
Baden Württemberg,Niedereschach,78078
Schleswig Holstein,Hohenlockstedt,25551
Rheinland Pfalz,Freimersheim Pfalz,67482
Schleswig Holstein,Barmstedt,25355
Niedersachsen,Ilsede,31241
Schleswig Holstein,Kellinghusen,25548
Baden Württemberg,Dettingen an der Erms,72581
Schleswig Holstein,Rellingen,25462
Baden Württemberg,Igersheim,97999
Baden Württemberg,Dachsberg Südschwarzwald,79875
Bayern,Soyen,83564
Sachsen,Hohndorf,9394
Baden Württemberg,Gerstetten,89547
Hessen,Bad Homburg vor der Höhe,61348
Niedersachsen,Schwülper,38179
Baden Württemberg,Kressbronn am Bodensee,88079
Bayern,Pfarrkirchen,84347
Bayern,Abensberg,93326
Brandenburg,Brück,14822
Hamburg,Hamburg,22767
Bayern,Lenting,85101
Niedersachsen,Apelern,31552
Hessen,Einhausen,64683
Nordrhein Westfalen,Arnsberg,59755
Hessen,Otzberg,64853
Nordrhein Westfalen,Lippstadt,59558
Baden Württemberg,Zell am Harmersbach,77736
Bayern,Geltendorf,82269
Nordrhein Westfalen,Dorsten,46284
Baden Württemberg,Aalen,73434
Bayern,Senden,89250
Bayern,Pilsting,94431
Baden Württemberg,Singen Hohentwiel,78224
Niedersachsen,Delmenhorst,27755
Berlin,Berlin,12589
Bayern,Bad Wiessee,83707
Berlin,Berlin,12307
Mecklenburg Vorpommern,Gottesgabe,19209
Baden Württemberg,Lehrensteinsfeld,74251
Baden Württemberg,Pfaffenweiler,79292
Baden Württemberg,Michelbach an der Bilz,74544
Rheinland Pfalz,Mainz,55124
Berlin,Berlin,12165
Mecklenburg Vorpommern,Demmin,17109
Nordrhein Westfalen,Gelsenkirchen,45589
Hessen,Bad Schwalbach,65307
Brandenburg,Ketzin,14669
Nordrhein Westfalen,Haan,42781
Rheinland Pfalz,Nickenich,56645
Niedersachsen,Sarstedt,31157
Sachsen,Lichtenberg,1896
Bayern,Ottensoos,91242
Schleswig Holstein,Bredstedt,25821
Bayern,Hemhofen,91334
Schleswig Holstein,Kropp,24848
Nordrhein Westfalen,Sprockhövel,45549
Niedersachsen,Walsrode,29664
Nordrhein Westfalen,Waldbröl,51545
Brandenburg,Fehrbellin,16833
Nordrhein Westfalen,Münster,48163
Bayern,Ergoldsbach,84061
Nordrhein Westfalen,Willebadessen,34439
Niedersachsen,Söllingen,38387
Nordrhein Westfalen,Ahlen,59229
Bayern,München,80933
Niedersachsen,Lüneburg,21339
Hessen,Heppenheim Bergstraße,64646
Niedersachsen,Osterholz Scharmbeck,27711
Schleswig Holstein,Mönkeberg,24248
Bayern,Simbach am Inn,84359
Bayern,Viechtach,94234
Berlin,Berlin,13507
Bayern,Fischbachau,83730
Baden Württemberg,Hartheim,79258
Niedersachsen,Hemmingen,30966
Nordrhein Westfalen,Bonn,53325
Sachsen Anhalt,Schackensleben,39343
Saarland,Wadgassen,66787
Sachsen,Bannewitz,1728
Brandenburg,Crinitz,3246
Bayern,Dasing,86453
Niedersachsen,Lachendorf,29331
Baden Württemberg,Magstadt,71106
Nordrhein Westfalen,Hilden,40723
Bayern,Unterpleichfeld,97294
Schleswig Holstein,Satrup,24986
Hessen,Schlangenbad,65388
Baden Württemberg,Schwetzingen,68723
Berlin,Berlin,12524
Brandenburg,Bad Liebenwerda,4924
Rheinland Pfalz,Osann Monzel,54518
Bayern,Landshut,84032
Sachsen Anhalt,Güsten,39439
Hamburg,Hamburg,20259
Baden Württemberg,Elchesheim Illingen,76477
Bayern,Karlskron,85123
Baden Württemberg,Reutlingen,72764
Sachsen Anhalt,Havelberg,39589
Nordrhein Westfalen,Bergheim,50129
Bayern,Ursensollen,92289
Niedersachsen,Osnabrück,49090
Baden Württemberg,Ellwangen Jagst,73479
Bayern,Röthenbach an der Pegnitz,90552
Bayern,Waldbüttelbrunn,97297
Baden Württemberg,Villingen Schwenningen,78054
Sachsen,Neukirchen/Pleiße,8459
Thüringen,Buttstädt,99628
Niedersachsen,Hage,26524
Bayern,Deisenhausen,86489
Nordrhein Westfalen,Emsdetten,48282
Berlin,Berlin,14059
Niedersachsen,Dinklage,49413
Nordrhein Westfalen,Bielefeld,33604
Nordrhein Westfalen,Bad Oeynhausen,32547
Niedersachsen,Dissen am Teutoburger Wald,49201
Bayern,Rehau,95111
Nordrhein Westfalen,Rhede,46414
Niedersachsen,Bad Bodenteich,29389
Rheinland Pfalz,Wöllstein,55597
Hessen,Schaafheim,64850
Sachsen,Schönau Berzdorf an der Eigen,2899
Berlin,Berlin,10559
Schleswig Holstein,Lunden,25774
Bayern,Zeitlarn,93197
Baden Württemberg,Heddesheim,68542
Bayern,Auerbach,94530
Hamburg,Hamburg,22299
Niedersachsen,Bad Fallingbostel,29683
Sachsen,Burgstädt,9217
Nordrhein Westfalen,Köln,50737
Nordrhein Westfalen,Heiden,46359
Bayern,Traunreut,83301
Hessen,Greifenstein,35753
Bayern,Schwaig bei Nürnberg,90571
Nordrhein Westfalen,Linnich,52441
Nordrhein Westfalen,Nideggen,52385
Hessen,Ehringshausen,35630
Brandenburg,Seddiner See,14554
Schleswig Holstein,Schönberg Holstein,24217
Rheinland Pfalz,Kenn,54344
Bayern,Erdweg,85253
Baden Württemberg,Kirchheim unter Teck,73230
Brandenburg,Welzow,3119
Nordrhein Westfalen,Kerpen,50169
Nordrhein Westfalen,Köln,51067
Baden Württemberg,Deckenpfronn,75392
Baden Württemberg,Freiburg im Breisgau,79115
Niedersachsen,Seevetal,21220
Brandenburg,Stahnsdorf,14532
Sachsen,Hermsdorf/Erzgebirge,1776
Rheinland Pfalz,Hochdorf Assenheim,67126
Bayern,Traunstein,83278
Niedersachsen,Schortens,26419
Bayern,Petershausen,85238
Bayern,Mainaschaff,63814
Bayern,Vachendorf,83377
Hessen,Niddatal,61194
Bayern,Ismaning,85737
Bremen,Bremen,28197
Baden Württemberg,Braunsbach,74542
Thüringen,Wutha Farnroda,99848
Mecklenburg Vorpommern,Ziegendorf,19372
Thüringen,Jena,7745
Baden Württemberg,Achern,77855
Baden Württemberg,Immenstaad am Bodensee,88090
Baden Württemberg,Steinen,79585
Niedersachsen,Danndorf,38461
Baden Württemberg,Rauenberg,69231
Niedersachsen,Braunschweig,38112
Rheinland Pfalz,Lindenberg,67473
Bayern,Schnaittach,91220
Hessen,Schöneck,61137
Nordrhein Westfalen,Mechernich,53894
Baden Württemberg,Markdorf,88677
Baden Württemberg,Stockach,78333
Rheinland Pfalz,Neuwied,56567
Niedersachsen,Wesendorf,29392
Bayern,Herzogenaurach,91074
Hessen,Groß Zimmern,64846
Niedersachsen,Gehrden,30989
Berlin,Berlin,13593
Bayern,Siegenburg,93354
Rheinland Pfalz,Peterslahr,57632
Bayern,Langenzenn,90579
Nordrhein Westfalen,Solingen,42653
Brandenburg,Brandenburg an der Havel,14774
Nordrhein Westfalen,Dortmund,44379
Sachsen Anhalt,Tarthun,39435
Saarland,Bous,66359
Thüringen,Großengottern,99991
Niedersachsen,Barnstorf,49406
Thüringen,Werther,99735
Schleswig Holstein,Hasloh,25474
Baden Württemberg,Neuenstadt am Kocher,74196
Nordrhein Westfalen,Münster,48153
Bayern,Bad Abbach,93077
Hessen,Usingen,61250
Baden Württemberg,Hüfingen,78183
Baden Württemberg,Waiblingen,71332
Bayern,Hösbach,63768
Niedersachsen,Halle,37620
Sachsen,Lommatzsch,1623
Schleswig Holstein,Sprakebüll,24980
Bayern,Manching,85077
Mecklenburg Vorpommern,Sellin,18586
Baden Württemberg,Ludwigsburg,71640
Schleswig Holstein,Seedorf,23823
Baden Württemberg,Vörstetten,79279
Berlin,Berlin,12357
Baden Württemberg,Bammental,69245
Brandenburg,Blankenfelde Mahlow,15831
Hessen,Schwalmstadt,34613
Berlin,Berlin,13051
Bayern,Veitshöchheim,97209
Hessen,Ranstadt,63691
Baden Württemberg,Waiblingen,71334
Sachsen,Waldenburg,8396
Rheinland Pfalz,Urbar,56182
Mecklenburg Vorpommern,Siggelkow,19376
Rheinland Pfalz,Meckenheim,67149
Nordrhein Westfalen,Köln,50767
Baden Württemberg,Ladenburg,68526
Brandenburg,Hohen Neuendorf,16540
Niedersachsen,Barßel,26676
Hessen,Hammersbach,63546
Rheinland Pfalz,Longuich,54340
Saarland,Spiesen Elversberg,66583
Rheinland Pfalz,Mudersbach,57555
Sachsen,Brandis,4821
Baden Württemberg,Offenburg,77652
Hessen,Korbach,34497
Mecklenburg Vorpommern,Rostock,18146
Nordrhein Westfalen,Mönchengladbach,41189
Sachsen,Syrau,8548
Niedersachsen,Duingen,31089
Rheinland Pfalz,Kordel,54306
Hamburg,Hamburg,22147
Bayern,Schwandorf,92421
Nordrhein Westfalen,Enger,32130
Bayern,Augsburg,86161
Thüringen,Krauthausen,99819
Hamburg,Hamburg,20249
Niedersachsen,Beverstedt,27616
Schleswig Holstein,Trittau,22946
Bayern,Augsburg,86157
Baden Württemberg,Schwaigern,74193
